,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,type
job_19,-0.01812185,-0.21268271,0.13920605,-0.087093994,-0.13757412,-0.2735403,-0.14011073,0.15946735,-0.5156812,0.25061852,-0.07169306,0.008406505,-0.19270015,0.0015648053,0.27183932,0.28560758,0.089248165,-0.08237554,0.06666907,0.08432615,-0.08225801,0.1802897,0.08927391,0.07688609,0.47155532,-0.098622896,0.24542443,0.016592707,0.47386584,-0.13735516,0.43271106,-0.37629277,0.106096946,-0.041378137,0.04856017,-0.022740088,0.30076343,0.08752702,0.044650223,0.09041551,-0.417564,-0.06909199,0.3267626,0.1187743,-0.23218074,-0.30859244,-0.28616473,-0.2509989,0.36059904,0.113342814,0.27006507,-0.4015755,0.48076612,0.49621034,-0.11619453,0.19388397,-0.07936623,-0.11775927,-0.23632078,0.09964407,-0.0036144117,-0.284047,-0.13926055,-0.10731185,job
Tokopedia,0.09027702,0.264806,-0.1412013,0.002663332,0.08597059,0.16609816,-0.11171665,0.0031383226,-0.31886154,-0.10494189,-0.30715194,-0.41610584,-0.2824155,-0.18048532,0.14148135,0.074929796,0.3658878,0.08318798,0.20954268,-0.2144998,-0.24981527,-0.15663603,0.3275668,-0.33447036,0.24386396,-0.0055228653,0.05507738,0.25397754,-0.1607456,0.3158153,-0.11616017,-0.2171958,-0.5339777,0.04333839,0.3991871,-0.39324155,0.44242316,0.017926851,0.11683238,-0.049649958,-0.101595014,0.06251462,-0.019189993,-0.03185706,0.18697493,0.06412074,0.36130807,-0.36164472,0.017876133,0.028293058,0.2970199,-0.16176459,0.38539338,0.3493191,0.43167025,0.33517018,0.23510562,0.21683598,-0.119442,-0.06014901,-0.14974485,-0.15784329,-0.0055987984,0.21183689,company
Bukalapak,-0.18563463,0.26946986,-0.33891603,0.22025372,-0.6524681,-0.10828827,-0.11547486,0.37089476,-0.45386562,-0.46001247,0.11586017,-0.36216044,-0.110384166,-0.0054333606,0.19092916,0.06100494,0.050677177,-0.12637416,0.43256232,0.083711326,-0.104819395,0.293834,0.5636347,-0.7701879,0.11478404,-0.31528288,-0.23455381,-0.08395546,0.024729183,0.24047665,0.27708125,0.0020177346,0.25350645,0.012006159,-0.4115268,-0.052486427,0.14157666,-0.12501422,0.43705285,0.2404313,0.12054883,-0.10159698,-0.13743623,-0.10281497,0.35413855,-0.099637866,0.030654773,-0.21902989,0.31478554,-0.3076014,0.22433797,-0.34351507,-0.11157854,-0.21355361,-0.23406643,-0.27071714,-0.15337144,-0.0062775956,-0.25026584,0.3485303,-0.21528381,-0.2987661,0.42203748,-0.16154319,company
Shopee,0.27185613,-0.48211765,-0.17306247,-0.48598137,-0.1569343,0.08531145,-0.23234539,-0.29781008,-0.19720261,-0.4658289,0.07504252,-0.18454862,-0.41679615,0.21388286,0.08438155,0.28623417,-0.14888425,-0.19177105,0.08048593,-0.3428728,-0.2228034,0.49777955,0.43863058,0.0283944,0.07831059,0.36679813,-0.22269408,-0.0014964187,0.21406214,-0.2202132,-0.14566243,0.23291285,-0.15123652,-0.1273795,-0.27094814,-0.1290991,0.2885649,0.025414763,0.27622747,0.36654612,0.68042505,-0.121632084,0.17363466,-0.012653115,-0.16953442,-0.534618,0.105680585,-0.025727056,0.39436442,0.037609305,0.276225,0.027491331,0.16271932,0.033519458,0.21578683,0.21050298,0.23713198,0.2029964,-0.55358016,0.15097052,0.106196925,-0.10545213,0.4059754,0.19092672,company
Gojek,-0.0879622,-0.5629543,0.22834925,0.12666434,-0.2857292,0.17199995,0.2914984,-0.39149487,-0.021372255,-0.36545455,-0.33788812,-0.13351828,-0.13145213,-0.25554925,-0.54878336,0.29355353,-0.08251233,-0.07056228,0.0136520285,-0.20841269,0.11619755,0.14046201,0.32483402,-0.28757927,0.14892799,0.13586015,-0.033014007,-0.056292396,-0.024100218,0.13443929,0.39876282,-0.15429732,0.02474927,0.10430505,-0.46955898,-0.23684244,0.23556758,-0.15584391,0.10690307,-0.2791718,0.15187818,-0.10452138,-0.09975876,-0.04900827,0.20993684,-0.2050085,0.3000622,0.48476908,0.3377769,0.58806175,-0.054786544,-0.338869,0.09707844,0.07659774,-0.017777411,0.30373973,0.072553486,0.17520578,-0.12964055,0.76924,-0.5200324,0.147188,-0.3912721,-0.020396339,company
Grab,0.39391196,-0.07093907,0.13519108,-0.011852814,0.062677436,0.26705655,-0.18065949,-0.3500769,-0.58866847,-0.16527905,0.26824158,-0.33408442,-0.5225672,-0.07281894,0.44704556,0.35821357,0.23430054,0.38217378,0.30908394,0.43477774,0.5280644,0.08511631,0.16796783,-0.34164205,-0.18777986,-0.08993571,0.20672737,-0.25548005,-0.15207784,-0.2420376,-0.115546055,-0.24614693,-0.24831533,0.18175693,-0.530289,-0.03891138,0.22302362,-0.00016893064,-0.23724805,-0.1306273,-0.04352601,0.43100196,-0.18679397,-0.19060034,-0.31933555,-0.16852188,0.2901793,0.01001165,-0.21398653,-0.22383204,-0.030424664,-0.37912005,-0.18611653,0.23261787,-0.16795495,0.021941891,-0.017330712,0.11004065,0.060629632,0.07653943,0.0070057684,-0.14113472,0.28635508,0.14019439,company
Traveloka,0.30004674,-0.42318067,-0.40974244,0.2728648,-0.106519,-0.07550993,0.48983988,-0.17009036,-0.26785338,0.013227824,-0.17846248,0.061311394,0.016277546,0.38774183,0.22849068,0.19020045,-0.15086056,0.42008692,0.08839361,0.19894068,0.43133333,0.14610723,0.5166591,-0.4843926,0.04441298,-0.2219232,-0.38460553,0.30704334,-0.24257904,-0.015960425,0.009530426,0.12017764,-0.080062725,0.21131113,0.37422746,-0.25764823,-0.1367929,-0.1714053,-0.12789965,0.37981412,-0.1858779,0.12678109,0.16926329,-0.1472574,-0.16731742,-0.17265971,-0.29157704,0.10125194,0.15325317,0.3168589,-0.035716373,0.20701891,0.22551797,0.3982059,0.013288378,0.34335235,0.11401313,-0.17818674,0.12385687,0.09644176,-0.3612346,-0.18347622,0.28203264,-0.10581639,company
Ruangguru,-0.12762322,-0.059991576,0.09314227,-0.017280545,0.08724872,-0.3655374,0.09717561,-0.25960463,-0.72081614,-0.37487796,-0.28129524,-0.58503836,-0.17240764,0.18046507,0.51060843,0.32479367,0.17628989,-0.30891955,-0.021916442,0.26323804,0.04202434,0.35126856,0.46604976,0.1461357,0.16556309,-0.2363199,-0.18115914,0.20114768,-0.28853613,-0.1592268,-0.5281228,-0.27806795,-0.2365333,0.104454584,0.018830435,0.059859347,-0.21136557,-0.426651,-0.20748791,0.6462622,0.043304984,-0.45212403,0.17013025,-0.052654322,0.4517349,0.09909329,0.39334837,-0.04092762,0.08968874,0.12630714,-0.3384655,-0.47226894,-0.39551777,-0.11961524,0.05007799,-0.3969154,0.39621398,-0.2673157,-0.30332062,-0.14565454,0.0059523266,-0.121649995,-0.23048921,-0.13531664,company
OVO,0.11886378,-0.114631824,-0.03521171,0.3002519,0.19794013,-0.25500825,-0.24852327,-0.04620902,-0.24111237,0.07346069,0.03760973,-0.305148,-0.07890871,-0.05978077,0.0016588548,-0.1029864,0.009539987,-0.12521268,0.084168345,0.25174958,0.13020524,0.315095,0.53917396,-0.35312736,0.12417117,0.29013056,-0.029046858,-0.09054269,-0.17373988,-0.14463818,-0.16526763,0.57694525,-0.30859172,-0.022532653,-0.21417105,0.058119196,0.54142046,-0.026447115,0.3976353,-0.36738437,-0.29590148,-0.34937176,-0.21640907,0.29526952,-0.27021113,-0.040744603,0.27978557,-0.32445046,0.40179884,0.4741771,-0.3746609,-0.1677222,0.04996826,-0.066413194,-0.082317166,0.10836049,-0.16653953,0.15826671,0.07856827,0.18773812,0.094185784,-0.3532974,0.099605426,0.01149542,company
Zenius,-0.31386733,-0.1447744,-0.013255913,-0.0073234453,-0.19379343,-0.506307,-0.045897882,-0.05383165,-0.1981858,0.09290739,-0.27386758,-0.25770494,-0.06308918,0.1247674,0.6011673,0.31917128,0.26364112,0.26546538,-0.03455505,0.5542839,0.42853275,0.118940376,0.23382689,-0.44601867,-0.09483774,0.3836445,0.07542148,-0.31844917,0.032217495,0.44770372,-0.2006857,0.0540028,-0.10060534,-0.086567394,-0.11921304,-0.11662775,-0.38911808,0.31301978,0.31404272,-0.1421875,0.046491243,-0.14424361,0.047227092,0.05755642,0.3837519,-0.43146157,-0.06270198,0.023343235,-0.18883185,0.20165193,0.33875945,0.035969406,0.19973585,-0.1453409,0.027850164,0.022112673,0.06887358,0.27932018,0.35371783,0.6433537,-0.43685535,-0.052122507,-0.32591575,0.33240998,company
Dana,0.11120193,-0.2558682,0.37522212,0.0032070694,-0.27128848,-0.47418737,-0.23548664,0.51147956,-0.5138485,0.19762142,-0.12141,0.05699011,-0.20864147,-0.010857049,0.42990756,0.5940313,0.41212317,-0.28736028,-0.10115555,-0.0764194,0.11949856,0.38235384,0.28622112,0.09998641,0.49178973,0.19018401,0.2384882,-0.16555387,0.16413437,0.03683426,0.16770983,0.041741982,0.07205794,0.051455732,-0.16937673,0.17457236,0.0070934054,0.1692932,0.08850713,-0.15974253,-0.44357353,0.05868843,0.008055794,-0.27969193,-0.24131028,0.1002226,0.006696637,0.14689495,0.58927065,-0.029524263,0.099796094,-0.16207945,0.32151815,0.41096607,0.15290838,0.027125796,-0.059892662,-0.2254999,-0.22818127,-0.19329561,-0.21736151,-0.17172141,-0.20150769,-0.2440588,company
Python,0.07073459,0.20735589,0.2965159,0.49970117,-0.11217502,-0.20417154,-0.012664534,0.22650737,-0.40624803,-0.5023582,0.062014926,-0.21265997,-0.10616367,0.22817785,-0.16749401,-0.06677621,-0.12930556,0.25193173,0.38555256,0.0766923,0.036655474,0.19446926,0.47191113,-0.2334495,0.017870376,-0.22928934,-0.37256497,-0.15011862,-0.059573956,-0.040422816,0.08649515,0.44380492,-0.04670483,0.09293396,0.025188625,0.075782344,-0.18414615,0.22964248,0.13517219,-0.012171025,-0.20370476,0.05693724,0.12266123,-0.33004764,0.03612064,-0.06464898,0.007794609,-0.1613493,-0.09647036,0.2713709,0.21856171,-0.14641996,0.21964647,-0.11838491,-0.3198486,0.2473849,0.1287176,0.05600881,-0.2910299,0.28241855,0.0729389,-0.1828689,0.17425677,0.36066252,skill
Java,-0.11291265,-0.1531908,0.35426903,0.028686523,-0.1014464,-0.31174135,-0.0672352,0.25305682,0.020655664,-0.33877954,-0.20030825,-0.16258812,-0.368265,0.034503255,0.10581841,0.52283984,-0.3919161,-0.2074618,-0.055357672,-0.09443907,0.29501805,0.33859187,0.12989877,-0.03572848,-0.06662369,0.33241323,-0.18520698,-0.12533703,0.11246834,-0.12937516,0.34427407,-0.23810467,-0.014009488,0.23034197,0.08288742,-0.47164148,-0.019300196,0.23315379,0.07810278,-0.13786116,-0.2865371,-0.16207355,0.4368308,-0.15597808,0.17708266,0.023713054,0.3350581,0.013242342,-0.017003028,-0.10437444,-0.24239708,-0.119669735,0.20225379,0.23982984,-0.080226116,0.046475254,0.015383146,0.019308401,0.06456586,0.016122509,0.02778577,-0.35758755,0.21723923,-0.24341638,skill
SQL,-0.06910424,-0.16541281,-0.1044843,0.11932048,-0.008035433,-0.25690648,-0.047236737,-0.14714326,-0.1360374,-0.08464393,-0.084961124,-0.1824394,-0.15391958,0.2752271,0.12853722,0.56785935,-0.037707835,-0.0053312406,0.031754863,0.36171135,0.2448679,0.43282795,0.15568842,-0.07660824,-0.010441341,0.29048112,-0.046997987,-0.29963517,0.33851558,-0.023437167,-0.04984921,-0.1783931,-0.5680838,-0.12839551,0.01687966,-0.39827493,0.0051882872,-0.3573147,0.17671035,0.13686736,0.0033504404,-0.06973731,0.12926796,0.06469709,0.09770888,-0.23003463,0.06910405,-0.26225865,0.1468098,0.2805065,0.16756098,-0.25862217,-0.06389069,-0.2705626,0.092549935,-0.060776763,0.07524803,0.056393843,-0.28500855,-0.083686225,0.17924674,-0.011660308,0.040142957,0.24331692,skill
C++,0.108449444,-0.23938783,-0.048553966,-0.111916766,-0.035980683,0.23262335,-0.070931375,-0.08804194,-0.47666773,-0.30918968,0.0041690017,-0.36243144,-0.012436329,0.307826,0.19334675,0.18133703,0.13595514,-0.15028353,0.35419473,0.42585328,0.07699417,-0.1778532,0.25551137,-0.08851663,-0.09768165,0.2990212,0.15435071,-0.099744566,0.23318172,0.051943887,-0.3167442,0.2138501,-0.050426397,0.09024981,0.050849404,-0.07830101,0.12119778,0.11387741,-0.07743853,-0.19451769,-0.11398853,0.40884367,0.038654573,0.015601351,0.29946598,-0.33198085,0.05463083,-0.41105315,-0.100646004,0.30937782,0.06810722,0.21385378,0.21231723,0.2345022,0.28777605,0.15796043,0.26309267,0.064623915,0.28226075,0.037105065,-0.3007685,0.002648343,-0.11890687,-0.03632552,skill
Go,0.13788667,-0.38483527,0.03762817,0.21424666,0.04043081,0.1516289,0.156708,0.24943922,-0.2946971,-0.1696991,0.047692165,-0.28844386,-0.03056374,0.2636342,0.3342618,0.1788337,0.1558328,-0.3674733,0.015504573,0.13831083,0.02613328,0.21295094,0.063371114,0.050572306,0.18048276,-0.030088348,-0.6243919,-0.07675768,0.13573752,-0.22176534,-0.1834282,-0.22010718,-0.328225,-0.16838868,-0.06664577,0.12486491,0.1440366,-0.28451434,0.057719726,0.35133296,0.19157176,-0.11335916,0.37867674,-0.08460758,-0.2449847,-0.21204506,0.31353658,0.007888457,-0.0014771284,0.3531123,0.13565892,-0.17061988,-0.082187414,-0.02646461,0.19914827,-0.23314747,0.057945777,-0.11656684,-0.43550795,0.44460896,0.02152338,-0.04066671,-0.08182754,0.12823597,skill
HTML,-0.25500688,-0.25887042,-0.0493507,0.053996745,0.14102013,0.058393482,-0.10301199,-0.031634495,-0.2575343,-0.17482857,0.3855962,-0.48793086,0.23285885,0.16048238,0.30621788,0.380253,-0.18551448,0.12914276,-0.023289379,0.14274,0.31731302,0.2758135,0.17135955,0.05083922,-0.075951174,0.1850469,-0.19561945,-0.14666499,-0.041553486,0.20877643,-0.24714172,-0.17174676,-0.11901428,-0.29239848,0.17446753,-0.22284226,0.34446052,0.2162297,0.26991567,-0.14048749,-0.20560785,-0.42695856,-0.01932316,-0.06477519,0.10548,-0.10078096,0.04653205,-0.072911985,0.008989137,0.046401072,0.019246398,-0.20778057,0.3149771,0.2519556,0.046059914,-0.06721635,-0.20939,0.03937672,0.17693946,-0.009336207,-0.034901723,-0.25774807,0.16088195,-0.09348574,skill
CSS,0.26417992,-0.10462574,0.26086727,0.16333002,0.0193926,-0.2803495,-0.014391003,-0.06594098,-0.48088226,-0.16841689,-0.121355616,-0.40440613,-0.23920648,-0.15773383,-0.03086405,0.28267553,0.029563775,-0.4145899,-0.12837051,0.32090297,0.16095147,0.07799167,0.26051977,0.045603625,-0.085321486,0.14631449,0.13912655,-0.2742151,-0.07528865,0.20487362,0.36223853,-0.042391222,-0.22456628,0.2145617,-0.05762829,0.2019952,0.11837396,-0.12595074,-0.30695707,-0.22640684,0.0696782,0.0042196265,-0.12378469,-0.33069015,0.04922107,-0.44910946,-0.069141604,0.022535667,0.4050978,-0.27589127,-0.079603925,-0.10690409,0.31070027,0.28831843,0.3320359,0.06514902,0.0102884825,-0.17019248,0.16104965,0.14230701,-0.19511016,0.29274797,0.1984319,0.06555652,skill
JavaScript,-0.17041466,-0.23354554,0.13166332,0.20331067,0.1863663,-0.22581893,0.1216304,0.13046573,-0.17589578,0.117552035,-0.21019062,-0.08901305,-0.04112826,0.36393052,0.26999214,0.16160491,0.05005007,-0.2209887,0.30852,0.14862256,0.118385255,0.14508958,0.24179503,-0.32750395,0.28823498,0.2719513,-0.2828919,-0.45646107,0.051383168,-0.07779487,0.0832462,-0.01167484,-0.012207123,0.19521071,-0.05519711,0.14381276,0.06172981,0.092416294,0.18485607,-0.083089694,-0.17977759,0.045441546,0.31261125,0.3105535,0.054822363,-0.2527608,-0.12635648,-0.2752772,0.23264086,0.084935844,-0.10025632,-0.11984988,-0.026552677,0.1212772,0.2412737,0.36631718,0.030348515,0.29846618,0.03726413,0.21946752,0.11022367,-0.12935062,-0.23408766,-0.008629977,skill
PHP,0.17029367,-0.24257997,0.10101089,0.01829286,-0.13717277,-0.19956668,-0.023673447,-0.161595,-0.33232102,-0.21299538,0.1310157,-0.40599144,-0.26810682,0.18711759,0.42970887,0.29555407,0.20295775,-0.10247226,-0.042301666,0.05894277,0.023073005,0.100158386,0.14476393,-0.16794653,0.49509668,0.46534055,-0.27003634,0.06508631,0.098125964,-0.09110768,-0.077186055,-0.2238407,-0.081126906,0.24230625,-0.13884078,0.13250214,0.10818098,-0.052021794,-0.2248311,0.15384786,0.34953627,-0.35855794,-0.36354533,-0.11485887,-0.06415689,0.25583085,0.014947849,0.015841916,0.049583826,0.3876614,-0.09643407,-0.36501613,0.025007568,0.15077634,0.12607886,-0.12949623,0.21186654,-0.19808227,-0.104021356,0.016777568,-0.14376168,0.041548245,0.14855114,-0.033100415,skill
R,-0.2035894,0.042521402,0.076149404,-0.028115883,-0.02432065,-0.008048064,0.30763063,0.22637579,-0.25046355,0.033745125,-0.12329384,-0.05567598,-0.124651514,-0.26557827,0.12247154,0.19188137,0.11033727,0.1979232,0.21049152,-0.083644874,0.15523066,0.14450718,0.2292397,-0.1868741,-0.075394355,0.011767551,-0.13036367,-0.16861422,-0.26751631,0.042733826,-0.17343868,-0.20952886,-0.2978418,0.02611362,0.015769001,-0.092475004,0.17859808,-0.15954047,0.18028453,-0.15304194,-0.32651654,-0.23702066,0.24770033,0.08396762,0.080600925,-0.020949729,-0.034942515,0.27443883,0.29179493,-0.014978028,0.23327208,-0.08311168,0.48538065,0.43145892,0.5055132,0.51796603,0.23149958,-0.25981358,-0.36970684,-0.33110258,-0.14261872,-0.26314783,0.0948818,0.16746931,skill
NodeJS,-0.08469167,-0.18505788,-0.1655033,-0.1843713,-0.108877495,0.132022,0.08074247,-0.25166443,-0.36387032,-0.25594476,-0.18242204,-0.33740845,-0.19236307,-0.050842337,-0.18793839,0.22719671,-0.37360597,-0.11669313,-0.002101048,0.119503066,-0.08251591,0.0913526,0.054976214,-0.14222227,0.47385082,-0.2648859,-0.17857896,0.2103108,-0.09024777,0.15481381,-0.0039684796,-0.0028125262,-0.23573488,-0.06268706,0.1811032,-0.29697996,-0.045178622,-0.13662742,0.1493395,-0.35193965,-0.18932094,0.045846593,0.13812271,-0.27702332,-0.121819235,-0.176145,0.006253079,0.05863794,0.19508481,0.26679775,-0.110006675,-0.041367278,0.2556357,0.44188914,0.17037441,0.19642238,-0.06517856,0.04584445,0.14531489,0.2850805,-0.51855296,-0.20718531,0.08655917,-0.122179784,skill
TypeScript,0.021341957,-0.13838582,0.01557401,0.10149178,0.13398099,-0.057490967,0.13108477,-0.0014444456,-0.3096017,-0.18316093,-0.23154128,-0.27178293,-0.20483494,-0.14155164,0.29168525,-0.18119305,-0.1252421,-0.2078906,0.11395977,-0.05920617,0.2795142,-0.0008581729,-0.037589584,-0.29819414,-0.3147052,0.20213391,0.24828714,0.10339659,-0.12030519,0.24022853,0.09674731,0.01758022,-0.20373476,0.24917597,-0.08228584,0.23364516,0.59604824,-0.2231653,-0.0461081,-0.19720319,-0.097597875,-0.27700114,0.26526877,-0.1453555,0.4666691,0.14590727,-0.24624275,0.034684323,0.17422844,0.0829513,0.6474162,-0.06295304,-0.22803278,0.3250979,-0.023155788,0.15417734,0.5276285,-0.32756093,-0.46804118,0.06719663,-0.35278916,-0.46489993,0.21913648,0.34202775,skill
Kotlin,0.016297467,-0.010576271,-0.08479792,0.25828177,-0.012143433,0.034816626,0.16556951,-0.31406185,-0.31098902,-0.1395721,-0.08546166,-0.057367217,-0.3720734,-0.13121483,0.38863948,0.11146198,-0.038462155,0.17134929,0.21188645,0.115233764,0.30924258,0.31297538,0.2966837,-0.0911699,0.06533706,-0.36647564,-0.21178699,-0.21250175,-0.045889456,-0.019218419,0.079947114,0.037317105,-0.2541063,-0.2053299,0.30260897,-0.042972855,-0.213245,0.18025784,-0.15321997,0.121292844,-0.026635505,0.15145475,-0.19312666,0.053067654,-0.1806953,-0.13733187,-0.25207454,0.020834146,0.2663105,0.18869375,-0.056095574,0.14042711,0.2840346,0.58628726,-0.2504327,0.20344117,0.34063825,-0.17700513,0.022799447,0.34314376,-0.14269014,-0.21713838,0.14048234,-0.17985095,skill
Swift,0.031128816,0.16040741,-0.15239635,0.36476338,-0.09829541,0.11088074,0.12864716,0.1784046,-0.35519946,0.10734545,0.26808715,0.017470121,-0.3685669,-0.2475959,0.020589111,0.66035455,0.29201475,-0.2010438,0.42437106,0.10078938,0.13963293,0.277618,0.102909744,-0.3695091,0.025667965,0.15002273,-0.25200224,-0.11616445,0.41534296,0.02815224,0.013443317,0.0596662,-0.0040123477,-0.010785281,-0.52980405,-0.10316759,-0.01959953,-0.17525095,0.05909087,0.10431829,-0.04823652,0.19986467,-0.06540846,0.015203662,0.20755069,-0.22308724,0.24404603,0.026640542,-0.31589633,0.15746363,0.12524442,-0.20617767,0.16446158,0.18110396,-0.076936916,0.024011333,0.06923045,-0.26040658,0.03529606,0.04286939,0.068078265,-0.19562164,0.3448781,-0.0122369435,skill
MongoDB,0.14426543,0.29180077,-0.10694697,-0.122112386,0.0075788237,-0.06499501,0.124999985,0.16048509,-0.20178679,-0.08914479,0.02573297,-0.18775281,-0.18266842,-0.17408815,0.28998706,0.31586042,0.0092079695,-0.16667113,0.06678019,0.15243788,0.059250735,0.4404663,0.3698753,-0.14329273,-0.09049509,-0.035805233,-0.19094838,0.00986117,0.30397975,0.48397902,0.2134721,0.19064522,-0.12101017,0.1449201,0.07134752,-0.0684623,0.23988055,-0.050437156,0.49027333,-0.2246106,0.052404054,0.17347541,-0.0113225365,0.020431474,-0.05772062,0.015884189,0.019072697,-0.013927314,0.1755035,0.35179725,-0.2408768,-0.20738322,-0.2515241,0.15060855,-0.19778492,0.175251,0.21254233,0.123380244,0.115835354,0.27036515,-0.06664595,-0.20370485,0.0041728546,0.093493864,skill
Firebase,0.13292429,-0.05162481,0.025287816,0.16377826,0.08037095,-0.049216613,0.12505378,-0.21584426,-0.12228781,-0.057992727,0.038537797,-0.16080223,-0.49915698,-0.05808655,-0.059495013,0.33090082,0.041936934,0.23603472,0.11702207,-0.04250703,0.075193904,0.22349335,0.6429674,-0.24771042,0.24752428,0.06366817,-0.28404638,-0.0492593,-0.14683679,-0.12680347,-0.17814295,-0.2400288,-0.0046219924,0.19102985,-0.27517694,-0.40778497,0.27605397,-0.008056394,-0.37613496,-0.068916135,0.1504819,0.11391686,0.18243095,-0.44185156,-0.20126712,-0.2812533,-0.024506379,0.21072918,0.20451844,-0.010479577,0.23521754,-0.3387021,0.077983096,0.15430382,-0.121482946,0.3198903,0.13386498,0.47562248,-0.32895258,0.037951607,-0.060649846,0.15089087,-0.2274733,-0.11938245,skill
Docker,-0.1360736,-0.14151804,0.2669354,-0.26121008,0.3103742,-0.13338746,0.118638255,0.10222704,-0.3474674,-0.4707516,-0.09300568,-0.15625788,0.011345049,0.23547558,0.06427648,0.3399331,0.22008553,0.19160868,0.27024218,0.23063594,0.15410377,0.36955813,0.24637532,0.109499805,0.16301058,-0.09831148,-0.26096785,0.22683638,0.21593066,-0.053173445,-0.10255042,-0.6111015,-0.2805957,0.11239284,0.035912614,-0.10945464,-0.03582446,0.43677965,0.2358549,-0.094506554,0.13723783,-0.35132477,-0.086723514,-0.05130542,0.41719687,-0.013148544,0.061429475,-0.09936171,0.10452859,0.3473894,-0.31662968,-0.15385668,-0.0782449,0.36336678,-0.19759874,-0.19572529,0.18795888,-0.3448796,-0.13860199,-0.044458456,-0.021032803,0.08510601,0.06692765,-0.11111574,skill
Kubernetes,0.24489266,-0.09710172,-0.23586605,0.4885475,0.07332418,-0.27199706,0.011181962,0.13204578,-0.08524289,-0.09071998,0.15125494,-0.19388434,-0.05418882,0.048442833,0.10457984,0.09366525,0.09805776,-0.05294311,-0.21500729,0.08009617,-0.09571415,-0.0043414463,0.46908742,-0.3938949,0.20853336,-0.23981428,-0.2378314,-0.14456497,0.16935994,0.22167942,-0.14689428,0.11736939,-0.12429441,0.11800034,0.18787488,-0.09935348,0.05799333,0.0016674778,-0.06455178,-0.011274158,-0.107266806,0.2974245,0.16083354,-0.23559564,0.30823603,-0.31786078,0.047832392,0.04782669,0.3567103,0.33529213,-0.07383071,-0.44626606,-0.104564786,0.20087287,-0.09938881,0.1095155,0.012392533,-0.08171743,-0.19895288,0.12592907,0.004355108,-0.17026302,0.28722906,0.08524381,skill
AWS,0.22025114,0.22724019,0.33996806,0.073040776,-0.12462822,0.025707763,0.1671104,-0.2027853,-0.35008332,-0.2674087,0.379749,-0.33483648,-0.18733834,0.3435828,0.06751513,-0.07808076,0.218613,0.025226796,0.24160184,-0.16167791,0.11044396,0.3213747,0.2157637,-0.035990134,-0.17188853,0.088371314,-0.10544583,0.10848163,0.04422175,0.03215385,-0.14456959,-0.024222778,-0.31311128,-0.115042225,0.17646977,0.13116264,0.37727034,-0.04877554,0.073992066,-0.076244876,-0.018933374,0.022796603,0.13826995,-0.075328656,0.12556927,-0.09480459,0.12275197,-0.43467215,-0.12295833,-0.05013888,-0.07277831,0.005875248,0.4498809,0.34039164,0.393576,0.040793385,0.26449227,0.033024646,-0.018364532,0.042117983,-0.112740114,-0.09647452,-0.13134994,-0.07242922,skill
GCP,-0.12132892,-0.3704893,0.39713696,0.17780736,0.13140622,-0.046616822,-0.32197422,0.021356435,-0.4882533,0.117128454,-0.19376585,-0.04654179,-0.089581124,-0.03014335,0.017155318,0.5528617,-0.1637289,-0.31525075,0.27926624,-0.17831081,0.10544637,-0.025304524,0.20192285,-0.20117381,0.4791532,0.38126475,-0.060069352,0.1749176,0.034918476,-0.18033631,0.09155215,0.020030908,-0.25054222,-0.17303067,0.002663461,-0.20062417,-0.014712583,0.23364815,0.15734129,0.045530133,-0.13205385,-0.145237,0.2974944,0.13587415,0.114547886,-0.13303791,0.1159771,-0.4544936,0.27516192,0.13557088,-0.052568708,0.009355631,0.18029489,0.048212204,-0.19019346,0.046498172,-0.2324076,-0.18549757,-0.24837884,-0.074675806,-0.33169508,-0.32619742,-0.060204424,0.08835724,skill
English,-0.037748795,-0.043624945,0.15914226,0.22484522,0.37255165,0.27895233,-0.15900956,0.29856005,-0.08215046,-0.2643199,-0.3969639,-0.33775395,-0.2841097,0.14235505,0.16035601,0.04943379,-0.11732444,0.15197752,-0.30795097,-0.050181042,0.37421805,-0.078653716,0.11687884,-0.0773183,-0.24526998,-0.11285487,-0.5047002,-0.33008635,0.11733948,0.049077716,0.1683369,-0.13776363,-0.17556132,-0.008785669,0.07141454,0.18131031,0.05714361,0.13775884,0.06720397,-0.10651926,-0.045035724,-0.25481966,0.16870514,-0.09929256,0.0874225,-0.13799223,0.03083802,-0.12913409,0.22564277,0.19834155,-0.11391781,-0.15126066,-0.085371435,0.2893557,0.15371835,-0.1316272,0.3062867,0.032555282,-0.34566295,0.24545848,-0.16500463,-0.5475282,-0.092425294,0.20547439,language
