applicant,job,accepted
Vina Kurniawan,job_1,1
Vina Kurniawan,job_6,1
Vina Sukmawati,job_4,0
Vina Sukmawati,job_9,0
Vina Wicaksono,job_4,1
Vina Wicaksono,job_9,0
Vina Sutanto,job_3,0
Vina Sutanto,job_8,0
Vina Wicaksono,job_7,0
Vina Wicaksono,job_3,0
Vina Prabowo,job_1,0
Vina Prabowo,job_0,0
Vina Haryanto,job_5,1
Vina Haryanto,job_3,1
Vina Lestari,job_8,0
Vina Lestari,job_7,1
Vina Nugroho,job_4,1
Vina Nugroho,job_8,0
Vina Siregar,job_9,0
Vina Siregar,job_6,1
Vina Yulianto,job_2,1
Vina Yulianto,job_0,0
Vina Kusuma,job_7,0
Vina Kusuma,job_2,1
Vina Hidayat,job_7,1
Vina Hidayat,job_2,1
Vina Purnama,job_1,0
Vina Purnama,job_8,1
Wawan Santoso,job_4,1
Wawan Santoso,job_2,0
Wawan Wibowo,job_8,0
Wawan Wibowo,job_3,1
Wawan Utami,job_3,0
Wawan Utami,job_9,1
Wawan Saputra,job_1,1
Wawan Saputra,job_8,1
Wawan Wijaya,job_2,0
Wawan Wijaya,job_3,0
Wawan Halim,job_8,0
Wawan Halim,job_0,0
Wawan Ramadhan,job_3,1
Wawan Ramadhan,job_2,1
Wawan Hernawan,job_1,1
Wawan Hernawan,job_0,1
Wawan Fauzi,job_0,1
Wawan Fauzi,job_9,1
Wawan Permata,job_7,1
Wawan Permata,job_6,1
Wawan Suryanto,job_0,0
Wawan Suryanto,job_8,0
Wawan Prabowo,job_8,0
Wawan Prabowo,job_7,1
Wawan Sihombing,job_8,0
Wawan Sihombing,job_1,1
Wawan Gunawan,job_6,1
Wawan Gunawan,job_1,0
Wawan Lestari,job_3,1
Wawan Lestari,job_8,1
Wawan Nugroho,job_3,1
Wawan Nugroho,job_1,0
Wawan Siregar,job_7,1
Wawan Siregar,job_4,1
Wawan Yulianto,job_8,1
Wawan Yulianto,job_2,1
Wawan Kusuma,job_9,0
Wawan Kusuma,job_5,0
Wawan Hidayat,job_0,1
Wawan Hidayat,job_9,0
Wawan Purnama,job_0,0
Wawan Purnama,job_7,0
Wawan aditya,job_2,1
Wawan aditya,job_0,0
Wawan Prasetyo,job_5,0
Wawan Prasetyo,job_6,1
Wawan Sutrisno,job_0,1
Wawan Sutrisno,job_9,0
Wawan Wulandari,job_6,1
Wawan Wulandari,job_9,1
Wawan Siregar,job_6,1
Wawan Siregar,job_5,1
Wawan Haryanto,job_1,0
Wawan Haryanto,job_3,1
Wawan Larasati,job_7,1
Wawan Larasati,job_8,1
Wawan Prabuwono,job_9,0
Wawan Prabuwono,job_4,0
Wawan Kurniawan,job_8,1
Wawan Kurniawan,job_0,0
Wawan Sukmawati,job_3,1
Wawan Sukmawati,job_6,1
Wawan Wicaksono,job_8,1
Wawan Wicaksono,job_2,0
Wawan Sutanto,job_9,1
Wawan Sutanto,job_6,0
Wawan Wicaksono,job_0,1
Wawan Wicaksono,job_8,1
Wawan Prabowo,job_8,0
Wawan Prabowo,job_9,0
Wawan Haryanto,job_7,0
Wawan Haryanto,job_8,0
Wawan Lestari,job_7,1
Wawan Lestari,job_1,1
Wawan Nugroho,job_9,1
Wawan Nugroho,job_6,0
Wawan Siregar,job_1,0
Wawan Siregar,job_7,1
Wawan Yulianto,job_9,1
Wawan Yulianto,job_3,0
Wawan Kusuma,job_2,0
Wawan Kusuma,job_6,0
Wawan Hidayat,job_5,0
Wawan Hidayat,job_7,0
Wawan Purnama,job_9,0
Wawan Purnama,job_8,1
Xena Santoso,job_0,0
Xena Santoso,job_4,0
Xena Wibowo,job_0,0
Xena Wibowo,job_5,0
Xena Utami,job_7,1
Xena Utami,job_5,1
Xena Saputra,job_1,0
Xena Saputra,job_7,1
Xena Wijaya,job_1,1
Xena Wijaya,job_2,1
Xena Halim,job_2,1
Xena Halim,job_1,0
Xena Ramadhan,job_8,1
Xena Ramadhan,job_2,0
Xena Hernawan,job_9,0
Xena Hernawan,job_6,0
Xena Fauzi,job_2,1
Xena Fauzi,job_9,0
Xena Permata,job_5,1
Xena Permata,job_8,0
Xena Suryanto,job_4,1
Xena Suryanto,job_5,1
Xena Prabowo,job_8,0
Xena Prabowo,job_5,1
Xena Sihombing,job_0,0
Xena Sihombing,job_5,0
Xena Gunawan,job_0,1
Xena Gunawan,job_2,0
Xena Lestari,job_7,1
Xena Lestari,job_0,1
Xena Nugroho,job_0,1
Xena Nugroho,job_1,1
Xena Siregar,job_5,1
Xena Siregar,job_6,1
Xena Yulianto,job_2,0
Xena Yulianto,job_3,1
Xena Kusuma,job_7,1
Xena Kusuma,job_2,0
Xena Hidayat,job_9,0
Xena Hidayat,job_5,0
Xena Purnama,job_4,1
Xena Purnama,job_0,0
Xena aditya,job_8,1
Xena aditya,job_2,1
Xena Prasetyo,job_7,1
Xena Prasetyo,job_3,0
Xena Sutrisno,job_1,0
Xena Sutrisno,job_6,0
Xena Wulandari,job_5,1
Xena Wulandari,job_0,1
Xena Siregar,job_5,1
Xena Siregar,job_8,1
Xena Haryanto,job_0,1
Xena Haryanto,job_1,1
Xena Larasati,job_0,0
Xena Larasati,job_2,0
Xena Prabuwono,job_1,1
Xena Prabuwono,job_9,1
Xena Kurniawan,job_0,1
Xena Kurniawan,job_5,0
Xena Sukmawati,job_7,0
Xena Sukmawati,job_0,1
Xena Wicaksono,job_0,1
Xena Wicaksono,job_9,0
Xena Sutanto,job_9,0
Xena Sutanto,job_5,1
Xena Wicaksono,job_7,0
Xena Wicaksono,job_4,0
Xena Prabowo,job_1,1
Xena Prabowo,job_8,1
Xena Haryanto,job_5,1
Xena Haryanto,job_4,0
Xena Lestari,job_9,0
Xena Lestari,job_8,0
Xena Nugroho,job_9,0
Xena Nugroho,job_3,1
Xena Siregar,job_2,1
Xena Siregar,job_4,1
Xena Yulianto,job_1,0
Xena Yulianto,job_6,1
Xena Kusuma,job_9,0
Xena Kusuma,job_8,0
Xena Hidayat,job_3,0
Xena Hidayat,job_4,1
Xena Purnama,job_1,1
Xena Purnama,job_0,1
Yani Santoso,job_5,0
Yani Santoso,job_8,1
Yani Wibowo,job_2,1
Yani Wibowo,job_1,1
Yani Utami,job_5,1
Yani Utami,job_7,0
Yani Saputra,job_3,0
Yani Saputra,job_5,1
Yani Wijaya,job_8,0
Yani Wijaya,job_0,1
Yani Halim,job_8,1
Yani Halim,job_6,0
Yani Ramadhan,job_3,1
Yani Ramadhan,job_8,0
Yani Hernawan,job_4,0
Yani Hernawan,job_9,0
Yani Fauzi,job_8,0
Yani Fauzi,job_4,1
Yani Permata,job_3,0
Yani Permata,job_6,0
Yani Suryanto,job_4,0
Yani Suryanto,job_6,1
Yani Prabowo,job_5,1
Yani Prabowo,job_9,0
Yani Sihombing,job_4,1
Yani Sihombing,job_0,0
Yani Gunawan,job_5,1
Yani Gunawan,job_9,0
Yani Lestari,job_2,1
Yani Lestari,job_3,0
Yani Nugroho,job_0,0
Yani Nugroho,job_9,1
Yani Siregar,job_5,1
Yani Siregar,job_1,0
Yani Yulianto,job_4,0
Yani Yulianto,job_0,0
Yani Kusuma,job_3,0
Yani Kusuma,job_1,1
Yani Hidayat,job_7,0
Yani Hidayat,job_8,1
Yani Purnama,job_0,1
Yani Purnama,job_2,1
Yani aditya,job_7,1
Yani aditya,job_6,0
Yani Prasetyo,job_2,1
Yani Prasetyo,job_0,0
Yani Sutrisno,job_3,0
Yani Sutrisno,job_5,0
Yani Wulandari,job_1,0
Yani Wulandari,job_2,0
Yani Siregar,job_2,1
Yani Siregar,job_9,1
Yani Haryanto,job_9,0
Yani Haryanto,job_5,1
Yani Larasati,job_2,0
Yani Larasati,job_6,0
Yani Prabuwono,job_0,1
Yani Prabuwono,job_1,1
Yani Kurniawan,job_2,0
Yani Kurniawan,job_5,0
Yani Sukmawati,job_9,0
Yani Sukmawati,job_4,0
Yani Wicaksono,job_5,1
Yani Wicaksono,job_0,1
Yani Sutanto,job_7,0
Yani Sutanto,job_1,0
Yani Wicaksono,job_2,1
Yani Wicaksono,job_7,1
Yani Prabowo,job_5,0
Yani Prabowo,job_9,0
Yani Haryanto,job_1,1
Yani Haryanto,job_0,1
Yani Lestari,job_9,0
Yani Lestari,job_3,0
Yani Nugroho,job_0,0
Yani Nugroho,job_3,1
Yani Siregar,job_0,1
Yani Siregar,job_4,0
Yani Yulianto,job_3,1
Yani Yulianto,job_6,0
Yani Kusuma,job_4,1
Yani Kusuma,job_1,1
Yani Hidayat,job_9,0
Yani Hidayat,job_1,0
Yani Purnama,job_5,0
Yani Purnama,job_2,1
Zaki Santoso,job_3,0
Zaki Santoso,job_5,1
Zaki Wibowo,job_0,1
Zaki Wibowo,job_5,1
Zaki Utami,job_6,0
Zaki Utami,job_7,0
Zaki Saputra,job_0,1
Zaki Saputra,job_6,0
Zaki Wijaya,job_8,1
Zaki Wijaya,job_0,1
Zaki Halim,job_7,1
Zaki Halim,job_9,0
Zaki Ramadhan,job_3,0
Zaki Ramadhan,job_7,0
Zaki Hernawan,job_2,0
Zaki Hernawan,job_3,1
Zaki Fauzi,job_4,1
Zaki Fauzi,job_9,0
Zaki Permata,job_5,1
Zaki Permata,job_3,1
Zaki Suryanto,job_7,0
Zaki Suryanto,job_6,0
Zaki Prabowo,job_5,1
Zaki Prabowo,job_9,1
Zaki Sihombing,job_5,1
Zaki Sihombing,job_0,1
Zaki Gunawan,job_6,1
Zaki Gunawan,job_5,0
Zaki Lestari,job_2,1
Zaki Lestari,job_4,1
Zaki Nugroho,job_2,0
Zaki Nugroho,job_0,0
Zaki Siregar,job_9,1
Zaki Siregar,job_2,1
Zaki Yulianto,job_5,1
Zaki Yulianto,job_1,0
Zaki Kusuma,job_0,0
Zaki Kusuma,job_9,0
Zaki Hidayat,job_0,1
Zaki Hidayat,job_5,0
Zaki Purnama,job_8,0
Zaki Purnama,job_9,0
Zaki aditya,job_3,1
Zaki aditya,job_0,0
Zaki Prasetyo,job_1,1
Zaki Prasetyo,job_6,1
Zaki Sutrisno,job_2,1
Zaki Sutrisno,job_0,0
Zaki Wulandari,job_7,0
Zaki Wulandari,job_5,0
Zaki Siregar,job_8,1
Zaki Siregar,job_9,0
Zaki Haryanto,job_2,1
Zaki Haryanto,job_1,0
Zaki Larasati,job_6,1
Zaki Larasati,job_4,1
Zaki Prabuwono,job_3,1
Zaki Prabuwono,job_6,0
Zaki Kurniawan,job_0,0
Zaki Kurniawan,job_2,1
Zaki Sukmawati,job_2,1
Zaki Sukmawati,job_1,0
Zaki Wicaksono,job_0,1
Zaki Wicaksono,job_2,0
Zaki Sutanto,job_1,0
Zaki Sutanto,job_5,1
Zaki Wicaksono,job_8,1
Zaki Wicaksono,job_0,1
Zaki Prabowo,job_2,0
Zaki Prabowo,job_1,0
Zaki Haryanto,job_2,1
Zaki Haryanto,job_1,0
Zaki Lestari,job_1,0
Zaki Lestari,job_8,0
Zaki Nugroho,job_0,0
Zaki Nugroho,job_5,1
Zaki Siregar,job_1,1
Zaki Siregar,job_8,1
Zaki Yulianto,job_5,0
Zaki Yulianto,job_8,0
Zaki Kusuma,job_5,0
Zaki Kusuma,job_7,1
Zaki Hidayat,job_1,1
Zaki Hidayat,job_6,1
Zaki Purnama,job_0,0
Zaki Purnama,job_5,0
Ayu Santoso,job_9,1
Ayu Santoso,job_3,0
Ayu Wibowo,job_9,0
Ayu Wibowo,job_2,1
Ayu Utami,job_2,1
Ayu Utami,job_8,0
Ayu Saputra,job_4,0
Ayu Saputra,job_0,0
Ayu Wijaya,job_2,0
Ayu Wijaya,job_9,1
Ayu Halim,job_0,1
Ayu Halim,job_9,1
Ayu Ramadhan,job_4,1
Ayu Ramadhan,job_8,0
Ayu Hernawan,job_3,0
Ayu Hernawan,job_2,1
Ayu Fauzi,job_4,1
Ayu Fauzi,job_1,1
Ayu Permata,job_4,0
Ayu Permata,job_3,0
Ayu Suryanto,job_8,1
Ayu Suryanto,job_1,0
Ayu Prabowo,job_5,0
Ayu Prabowo,job_3,0
Ayu Sihombing,job_0,1
Ayu Sihombing,job_2,1
Ayu Gunawan,job_0,0
Ayu Gunawan,job_4,0
Ayu Lestari,job_3,1
Ayu Lestari,job_2,1
Ayu Nugroho,job_5,0
Ayu Nugroho,job_2,1
Ayu Siregar,job_5,1
Ayu Siregar,job_3,1
Ayu Yulianto,job_2,1
Ayu Yulianto,job_8,1
Ayu Kusuma,job_0,1
Ayu Kusuma,job_6,1
Ayu Hidayat,job_0,0
Ayu Hidayat,job_5,1
Ayu Purnama,job_7,1
Ayu Purnama,job_9,1
Ayu aditya,job_9,0
Ayu aditya,job_1,1
Ayu Prasetyo,job_1,0
Ayu Prasetyo,job_0,0
Ayu Sutrisno,job_1,0
Ayu Sutrisno,job_6,0
Ayu Wulandari,job_1,1
Ayu Wulandari,job_7,0
Ayu Siregar,job_0,1
Ayu Siregar,job_2,0
Ayu Haryanto,job_3,0
Ayu Haryanto,job_1,1
Ayu Larasati,job_3,0
Ayu Larasati,job_8,1
Ayu Prabuwono,job_6,1
Ayu Prabuwono,job_9,0
Ayu Kurniawan,job_3,0
Ayu Kurniawan,job_1,1
Ayu Sukmawati,job_0,1
Ayu Sukmawati,job_5,0
Ayu Wicaksono,job_6,0
Ayu Wicaksono,job_9,0
Ayu Sutanto,job_0,1
Ayu Sutanto,job_6,1
Ayu Wicaksono,job_2,0
Ayu Wicaksono,job_1,0
Ayu Prabowo,job_5,1
Ayu Prabowo,job_9,1
Ayu Haryanto,job_4,0
Ayu Haryanto,job_9,0
Ayu Lestari,job_6,0
Ayu Lestari,job_9,0
Ayu Nugroho,job_9,0
Ayu Nugroho,job_3,0
Ayu Siregar,job_5,1
Ayu Siregar,job_0,0
Ayu Yulianto,job_2,1
Ayu Yulianto,job_7,0
Ayu Kusuma,job_6,1
Ayu Kusuma,job_2,0
Ayu Hidayat,job_1,0
Ayu Hidayat,job_4,1
Ayu Purnama,job_6,0
Ayu Purnama,job_2,0
Bima Santoso,job_8,1
Bima Santoso,job_5,1
Bima Wibowo,job_8,0
Bima Wibowo,job_9,0
Bima Utami,job_8,0
Bima Utami,job_7,1
Bima Saputra,job_9,0
Bima Saputra,job_1,0
Bima Wijaya,job_2,0
Bima Wijaya,job_3,0
Bima Halim,job_1,1
Bima Halim,job_6,1
Bima Ramadhan,job_5,0
Bima Ramadhan,job_3,0
Bima Hernawan,job_4,0
Bima Hernawan,job_7,1
Bima Fauzi,job_5,1
Bima Fauzi,job_0,1
Bima Permata,job_3,0
Bima Permata,job_4,0
Bima Suryanto,job_0,1
Bima Suryanto,job_3,0
Bima Prabowo,job_5,1
Bima Prabowo,job_8,1
Bima Sihombing,job_4,0
Bima Sihombing,job_5,0
Bima Gunawan,job_6,0
Bima Gunawan,job_4,0
Bima Lestari,job_6,0
Bima Lestari,job_4,0
Bima Nugroho,job_5,1
Bima Nugroho,job_3,1
Bima Siregar,job_5,0
Bima Siregar,job_7,1
Bima Yulianto,job_6,1
Bima Yulianto,job_8,0
Bima Kusuma,job_6,0
Bima Kusuma,job_3,1
Bima Hidayat,job_2,1
Bima Hidayat,job_5,1
Bima Purnama,job_0,0
Bima Purnama,job_5,0
Bima aditya,job_4,1
Bima aditya,job_8,1
Bima Prasetyo,job_6,1
Bima Prasetyo,job_2,0
Bima Sutrisno,job_9,1
Bima Sutrisno,job_6,0
Bima Wulandari,job_2,0
Bima Wulandari,job_1,1
Bima Siregar,job_7,1
Bima Siregar,job_4,1
Bima Haryanto,job_9,1
Bima Haryanto,job_1,1
Bima Larasati,job_4,0
Bima Larasati,job_0,0
Bima Prabuwono,job_8,1
Bima Prabuwono,job_3,0
Bima Kurniawan,job_6,1
Bima Kurniawan,job_1,1
Bima Sukmawati,job_4,0
Bima Sukmawati,job_3,1
Bima Wicaksono,job_9,1
Bima Wicaksono,job_6,0
Bima Sutanto,job_3,0
Bima Sutanto,job_1,1
Bima Wicaksono,job_0,0
Bima Wicaksono,job_9,0
Bima Prabowo,job_1,0
Bima Prabowo,job_7,0
Bima Haryanto,job_2,0
Bima Haryanto,job_9,1
Bima Lestari,job_8,1
Bima Lestari,job_7,0
Bima Nugroho,job_4,1
Bima Nugroho,job_5,1
Bima Siregar,job_4,1
Bima Siregar,job_2,0
Bima Yulianto,job_7,1
Bima Yulianto,job_4,0
Bima Kusuma,job_7,1
Bima Kusuma,job_0,1
Bima Hidayat,job_2,0
Bima Hidayat,job_0,1
Bima Purnama,job_5,1
Bima Purnama,job_2,1
Cahya Santoso,job_7,0
Cahya Santoso,job_2,1
Cahya Wibowo,job_5,1
Cahya Wibowo,job_6,0
Cahya Utami,job_1,0
Cahya Utami,job_4,0
Cahya Saputra,job_0,0
Cahya Saputra,job_5,0
Cahya Wijaya,job_8,1
Cahya Wijaya,job_1,0
Cahya Halim,job_5,0
Cahya Halim,job_8,1
Cahya Ramadhan,job_0,1
Cahya Ramadhan,job_2,0
Cahya Hernawan,job_2,1
Cahya Hernawan,job_1,1
Cahya Fauzi,job_3,0
Cahya Fauzi,job_1,0
Cahya Permata,job_3,0
Cahya Permata,job_1,1
Cahya Suryanto,job_6,0
Cahya Suryanto,job_8,0
Cahya Prabowo,job_7,0
Cahya Prabowo,job_2,1
Cahya Sihombing,job_3,0
Cahya Sihombing,job_6,1
Cahya Gunawan,job_2,0
Cahya Gunawan,job_8,1
Cahya Lestari,job_0,1
Cahya Lestari,job_2,1
Cahya Nugroho,job_7,1
Cahya Nugroho,job_3,1
Cahya Siregar,job_9,0
Cahya Siregar,job_5,0
Cahya Yulianto,job_3,1
Cahya Yulianto,job_9,1
Cahya Kusuma,job_7,1
Cahya Kusuma,job_3,1
Cahya Hidayat,job_8,1
Cahya Hidayat,job_2,1
Cahya Purnama,job_7,0
Cahya Purnama,job_3,1
Cahya aditya,job_3,0
Cahya aditya,job_6,0
Cahya Prasetyo,job_0,1
Cahya Prasetyo,job_7,0
Cahya Sutrisno,job_8,1
Cahya Sutrisno,job_7,1
Cahya Wulandari,job_9,0
Cahya Wulandari,job_7,1
Cahya Siregar,job_8,0
Cahya Siregar,job_2,1
Cahya Haryanto,job_0,1
Cahya Haryanto,job_1,1
Cahya Larasati,job_6,1
Cahya Larasati,job_1,0
Cahya Prabuwono,job_8,0
Cahya Prabuwono,job_3,0
Cahya Kurniawan,job_8,0
Cahya Kurniawan,job_2,0
Cahya Sukmawati,job_7,0
Cahya Sukmawati,job_6,0
Cahya Wicaksono,job_8,0
Cahya Wicaksono,job_4,0
Cahya Sutanto,job_5,0
Cahya Sutanto,job_7,1
Cahya Wicaksono,job_3,0
Cahya Wicaksono,job_9,0
Cahya Prabowo,job_2,0
Cahya Prabowo,job_9,0
Cahya Haryanto,job_1,1
Cahya Haryanto,job_4,1
Cahya Lestari,job_8,0
Cahya Lestari,job_2,1
Cahya Nugroho,job_2,0
Cahya Nugroho,job_9,1
Cahya Siregar,job_0,1
Cahya Siregar,job_6,0
Cahya Yulianto,job_5,1
Cahya Yulianto,job_3,1
Cahya Kusuma,job_6,0
Cahya Kusuma,job_3,0
Cahya Hidayat,job_7,1
Cahya Hidayat,job_3,0
Cahya Purnama,job_8,1
Cahya Purnama,job_0,0
Dimas Santoso,job_7,1
Dimas Santoso,job_4,1
Dimas Wibowo,job_7,1
Dimas Wibowo,job_5,0
Dimas Utami,job_4,0
Dimas Utami,job_1,1
Dimas Saputra,job_0,1
Dimas Saputra,job_1,1
Dimas Wijaya,job_6,1
Dimas Wijaya,job_0,1
Dimas Halim,job_6,0
Dimas Halim,job_3,0
Dimas Ramadhan,job_5,1
Dimas Ramadhan,job_6,0
Dimas Hernawan,job_7,1
Dimas Hernawan,job_0,1
Dimas Fauzi,job_1,0
Dimas Fauzi,job_2,0
Dimas Permata,job_5,0
Dimas Permata,job_1,0
Dimas Suryanto,job_1,1
Dimas Suryanto,job_9,0
Dimas Prabowo,job_5,1
Dimas Prabowo,job_9,1
Dimas Sihombing,job_1,0
Dimas Sihombing,job_6,1
Dimas Gunawan,job_5,0
Dimas Gunawan,job_7,1
Dimas Lestari,job_2,0
Dimas Lestari,job_0,1
Dimas Nugroho,job_2,1
Dimas Nugroho,job_0,0
Dimas Siregar,job_2,1
Dimas Siregar,job_0,0
Dimas Yulianto,job_7,1
Dimas Yulianto,job_1,0
Dimas Kusuma,job_2,1
Dimas Kusuma,job_4,1
Dimas Hidayat,job_3,0
Dimas Hidayat,job_6,0
Dimas Purnama,job_7,0
Dimas Purnama,job_8,1
Dimas aditya,job_0,1
Dimas aditya,job_8,1
Dimas Prasetyo,job_6,0
Dimas Prasetyo,job_7,1
Dimas Sutrisno,job_9,1
Dimas Sutrisno,job_2,1
Dimas Wulandari,job_0,0
Dimas Wulandari,job_7,0
Dimas Siregar,job_8,1
Dimas Siregar,job_9,0
Dimas Haryanto,job_6,1
Dimas Haryanto,job_5,0
Dimas Larasati,job_3,1
Dimas Larasati,job_4,0
Dimas Prabuwono,job_6,1
Dimas Prabuwono,job_5,1
Dimas Kurniawan,job_8,1
Dimas Kurniawan,job_5,1
Dimas Sukmawati,job_0,1
Dimas Sukmawati,job_2,1
Dimas Wicaksono,job_0,1
Dimas Wicaksono,job_5,1
Dimas Sutanto,job_4,0
Dimas Sutanto,job_7,1
Dimas Wicaksono,job_0,1
Dimas Wicaksono,job_9,0
Dimas Prabowo,job_8,1
Dimas Prabowo,job_7,1
Dimas Haryanto,job_6,1
Dimas Haryanto,job_7,1
Dimas Lestari,job_9,0
Dimas Lestari,job_7,0
Dimas Nugroho,job_1,0
Dimas Nugroho,job_6,1
Dimas Siregar,job_5,1
Dimas Siregar,job_6,1
Dimas Yulianto,job_5,1
Dimas Yulianto,job_0,1
Dimas Kusuma,job_5,1
Dimas Kusuma,job_3,1
Dimas Hidayat,job_6,0
Dimas Hidayat,job_4,0
Dimas Purnama,job_7,1
Dimas Purnama,job_9,0
Eko Santoso,job_9,1
Eko Santoso,job_5,0
Eko Wibowo,job_3,1
Eko Wibowo,job_5,0
Eko Utami,job_9,0
Eko Utami,job_7,1
Eko Saputra,job_5,1
Eko Saputra,job_1,1
Eko Wijaya,job_6,0
Eko Wijaya,job_3,1
Eko Halim,job_1,0
Eko Halim,job_5,0
Eko Ramadhan,job_9,0
Eko Ramadhan,job_8,0
Eko Hernawan,job_9,1
Eko Hernawan,job_6,1
Eko Fauzi,job_6,1
Eko Fauzi,job_3,1
Eko Permata,job_4,1
Eko Permata,job_9,1
Eko Suryanto,job_4,0
Eko Suryanto,job_1,1
Eko Prabowo,job_1,0
Eko Prabowo,job_6,0
Eko Sihombing,job_3,0
Eko Sihombing,job_9,0
Eko Gunawan,job_4,0
Eko Gunawan,job_9,1
Eko Lestari,job_9,0
Eko Lestari,job_4,1
Eko Nugroho,job_8,1
Eko Nugroho,job_9,1
Eko Siregar,job_9,1
Eko Siregar,job_5,1
Eko Yulianto,job_7,0
Eko Yulianto,job_3,0
Eko Kusuma,job_8,1
Eko Kusuma,job_9,0
Eko Hidayat,job_1,1
Eko Hidayat,job_3,0
Eko Purnama,job_9,1
Eko Purnama,job_7,0
Eko aditya,job_1,1
Eko aditya,job_7,0
Eko Prasetyo,job_4,1
Eko Prasetyo,job_8,1
Eko Sutrisno,job_6,1
Eko Sutrisno,job_5,0
Eko Wulandari,job_2,1
Eko Wulandari,job_9,1
Eko Siregar,job_4,1
Eko Siregar,job_9,0
Eko Haryanto,job_6,1
Eko Haryanto,job_1,0
Eko Larasati,job_9,0
Eko Larasati,job_0,1
Eko Prabuwono,job_5,1
Eko Prabuwono,job_1,1
Eko Kurniawan,job_7,0
Eko Kurniawan,job_5,0
Eko Sukmawati,job_8,1
Eko Sukmawati,job_6,0
Eko Wicaksono,job_7,0
Eko Wicaksono,job_0,0
Eko Sutanto,job_1,0
Eko Sutanto,job_3,1
Eko Wicaksono,job_5,1
Eko Wicaksono,job_8,1
Eko Prabowo,job_5,1
Eko Prabowo,job_6,1
Eko Haryanto,job_3,0
Eko Haryanto,job_8,1
Eko Lestari,job_3,0
Eko Lestari,job_4,1
Eko Nugroho,job_6,0
Eko Nugroho,job_2,0
Eko Siregar,job_0,1
Eko Siregar,job_3,1
Eko Yulianto,job_2,0
Eko Yulianto,job_4,0
Eko Kusuma,job_0,1
Eko Kusuma,job_4,0
Eko Hidayat,job_9,0
Eko Hidayat,job_6,0
Eko Purnama,job_6,0
Eko Purnama,job_8,1
Fika Santoso,job_5,1
Fika Santoso,job_2,1
Fika Wibowo,job_9,1
Fika Wibowo,job_0,0
Fika Utami,job_1,1
Fika Utami,job_7,1
Fika Saputra,job_7,1
Fika Saputra,job_4,1
Fika Wijaya,job_3,1
Fika Wijaya,job_5,1
Fika Halim,job_5,1
Fika Halim,job_0,0
Fika Ramadhan,job_9,1
Fika Ramadhan,job_4,1
Fika Hernawan,job_7,0
Fika Hernawan,job_5,1
Fika Fauzi,job_2,1
Fika Fauzi,job_3,0
Fika Permata,job_2,1
Fika Permata,job_3,1
Fika Suryanto,job_5,0
Fika Suryanto,job_6,1
Fika Prabowo,job_3,1
Fika Prabowo,job_0,1
Fika Sihombing,job_4,0
Fika Sihombing,job_6,1
Fika Gunawan,job_1,0
Fika Gunawan,job_6,1
Fika Lestari,job_0,0
Fika Lestari,job_7,1
Fika Nugroho,job_7,0
Fika Nugroho,job_5,1
Fika Siregar,job_0,1
Fika Siregar,job_2,1
Fika Yulianto,job_0,0
Fika Yulianto,job_1,1
Fika Kusuma,job_3,0
Fika Kusuma,job_8,0
Fika Hidayat,job_2,1
Fika Hidayat,job_3,1
Fika Purnama,job_2,1
Fika Purnama,job_0,1
Fika aditya,job_1,1
Fika aditya,job_0,0
Fika Prasetyo,job_2,1
Fika Prasetyo,job_9,0
Fika Sutrisno,job_0,0
Fika Sutrisno,job_7,1
Fika Wulandari,job_4,0
Fika Wulandari,job_8,0
Fika Siregar,job_1,1
Fika Siregar,job_7,0
Fika Haryanto,job_5,0
Fika Haryanto,job_4,0
Fika Larasati,job_9,0
Fika Larasati,job_2,1
Fika Prabuwono,job_5,1
Fika Prabuwono,job_8,0
Fika Kurniawan,job_7,0
Fika Kurniawan,job_2,1
Fika Sukmawati,job_2,1
Fika Sukmawati,job_5,0
Fika Wicaksono,job_2,1
Fika Wicaksono,job_9,1
Fika Sutanto,job_9,1
Fika Sutanto,job_5,0
Fika Wicaksono,job_4,0
Fika Wicaksono,job_9,0
Fika Prabowo,job_2,1
Fika Prabowo,job_3,1
Fika Haryanto,job_7,0
Fika Haryanto,job_1,1
Fika Lestari,job_1,0
Fika Lestari,job_9,1
Fika Nugroho,job_7,1
Fika Nugroho,job_8,1
Fika Siregar,job_8,0
Fika Siregar,job_6,0
Fika Yulianto,job_0,0
Fika Yulianto,job_1,1
Fika Kusuma,job_7,0
Fika Kusuma,job_4,0
Fika Hidayat,job_3,1
Fika Hidayat,job_2,1
Fika Purnama,job_9,0
Fika Purnama,job_4,1
Gilang Santoso,job_5,0
Gilang Santoso,job_1,1
Gilang Wibowo,job_2,0
Gilang Wibowo,job_7,0
Gilang Utami,job_3,0
Gilang Utami,job_9,1
Gilang Saputra,job_0,0
Gilang Saputra,job_5,1
Gilang Wijaya,job_1,1
Gilang Wijaya,job_6,0
Gilang Halim,job_4,0
Gilang Halim,job_6,1
Gilang Ramadhan,job_3,0
Gilang Ramadhan,job_0,0
Gilang Hernawan,job_3,1
Gilang Hernawan,job_4,1
Gilang Fauzi,job_0,1
Gilang Fauzi,job_4,0
Gilang Permata,job_8,1
Gilang Permata,job_5,0
Gilang Suryanto,job_2,0
Gilang Suryanto,job_0,0
Gilang Prabowo,job_6,1
Gilang Prabowo,job_8,1
Gilang Sihombing,job_5,0
Gilang Sihombing,job_3,1
Gilang Gunawan,job_4,1
Gilang Gunawan,job_2,0
